Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time (UTC),Year,Month,Day,Time (UTC),Temp (°C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Precip. Amount (mm),Precip. Amount Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-01 0:00,2021,5,1,0:00,4.2,,-2.2,,63,,0,,32,,12,,,,99.67,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-01 1:00,2021,5,1,1:00,3.3,,-1.7,,69,,0,,32,,9,,,,99.65,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-01 2:00,2021,5,1,2:00,2.9,,-1.4,,73,,0,,31,,7,,,,99.66,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-01 3:00,2021,5,1,3:00,2.6,,-0.5,,80,,0,,33,,3,,,,99.66,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-01 4:00,2021,5,1,4:00,2,,-1.7,,76,,0,,29,,3,,,,99.64,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-01 5:00,2021,5,1,5:00,-0.7,,-1.4,,95,,0,,34,,6,,,,99.59,,,,-3,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-01 6:00,2021,5,1,6:00,-2.7,,-4.1,,90,,0,,,,0,,,,99.56,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-01 7:00,2021,5,1,7:00,-3.3,,-4.5,,91,,0,,14,,2,,,,99.47,,,,-4,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-01 8:00,2021,5,1,8:00,-4,,-5.1,,91,,0,,14,,2,,,,99.43,,,,-5,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-01 9:00,2021,5,1,9:00,-2.5,,-4.2,,88,,0,,7,,5,,,,99.35,,,,-4,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-01 10:00,2021,5,1,10:00,-1.4,,-3.1,,88,,0,,6,,5,,,,99.28,,,,-3,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-01 11:00,2021,5,1,11:00,0.4,,-2.4,,82,,0,,11,,5,,,,99.2,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-01 12:00,2021,5,1,12:00,2.3,,-1.2,,78,,0,,10,,7,,,,99.16,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-01 13:00,2021,5,1,13:00,3,,-1.8,,71,,0,,16,,11,,,,99.08,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-01 14:00,2021,5,1,14:00,3.8,,0.1,,77,,0.3,,14,,10,,,,98.96,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-01 15:00,2021,5,1,15:00,4.6,,-0.7,,69,,0,,14,,12,,,,98.73,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-01 16:00,2021,5,1,16:00,4.8,,-0.7,,68,,0,,13,,14,,,,98.51,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-01 17:00,2021,5,1,17:00,6.4,,0.1,,64,,0,,11,,14,,,,98.33,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-01 18:00,2021,5,1,18:00,8,,2,,66,,0.4,,12,,11,,,,98.17,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-01 19:00,2021,5,1,19:00,9.6,,3.2,,64,,0,,13,,14,,,,98.02,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-01 20:00,2021,5,1,20:00,10.3,,3.2,,61,,0,,13,,10,,,,97.9,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-01 21:00,2021,5,1,21:00,13.8,,1.8,,44,,0,,23,,23,,,,97.86,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-01 22:00,2021,5,1,22:00,13,,2.2,,48,,0,,23,,19,,,,97.77,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-01 23:00,2021,5,1,23:00,12.8,,2.4,,49,,0,,23,,9,,,,97.75,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-02 0:00,2021,5,2,0:00,12,,2.9,,54,,0,,27,,5,,,,97.8,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-02 1:00,2021,5,2,1:00,8.5,,4.1,,74,,0,,1,,3,,,,97.84,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-02 2:00,2021,5,2,2:00,6.8,,3.3,,79,,0,,32,,5,,,,97.9,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-02 3:00,2021,5,2,3:00,6.6,,3.4,,80,,0,,29,,3,,,,97.93,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-02 4:00,2021,5,2,4:00,4.4,,2.3,,86,,0,,3,,4,,,,97.92,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-02 5:00,2021,5,2,5:00,4.8,,3.6,,92,,0,,0,,1,,,,98.01,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-02 6:00,2021,5,2,6:00,7.2,,4.5,,83,,0,,8,,8,,,,97.94,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-02 7:00,2021,5,2,7:00,7.4,,4.4,,81,,0,,6,,8,,,,97.96,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-02 8:00,2021,5,2,8:00,6.1,,4.1,,87,,0.2,,19,,4,,,,97.98,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-02 9:00,2021,5,2,9:00,6.7,,5.2,,90,,0,,17,,5,,,,98.01,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-02 10:00,2021,5,2,10:00,6.3,,4.8,,91,,0,,12,,6,,,,98.05,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-02 11:00,2021,5,2,11:00,6.9,,4.7,,85,,0,,9,,10,,,,98.18,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-02 12:00,2021,5,2,12:00,7.3,,4.4,,82,,0,,8,,12,,,,98.27,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-02 13:00,2021,5,2,13:00,7.6,,4.2,,79,,0,,10,,15,,,,98.31,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-02 14:00,2021,5,2,14:00,9.3,,4.1,,70,,0,,10,,17,,,,98.32,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-02 15:00,2021,5,2,15:00,12.4,,4.1,,57,,0,,12,,19,,,,98.32,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-02 16:00,2021,5,2,16:00,13.8,,4.2,,52,,0,,11,,17,,,,98.32,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-02 17:00,2021,5,2,17:00,15.1,,5,,51,,0,,9,,22,,,,98.28,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-02 18:00,2021,5,2,18:00,16.1,,4.2,,45,,0,,11,,19,,,,98.28,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-02 19:00,2021,5,2,19:00,16.4,,4.6,,45,,0,,12,,17,,,,98.3,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-02 20:00,2021,5,2,20:00,15.6,,4.3,,47,,0,,13,,17,,,,98.38,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-02 21:00,2021,5,2,21:00,15.3,,5.3,,51,,0,,12,,17,,,,98.36,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-02 22:00,2021,5,2,22:00,13.7,,4.7,,54,,0,,10,,17,,,,98.4,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-02 23:00,2021,5,2,23:00,12.7,,4.8,,58,,0,,12,,14,,,,98.39,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-03 0:00,2021,5,3,0:00,12.2,,4.7,,60,,0,,10,,13,,,,98.41,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-03 1:00,2021,5,3,1:00,10.9,,4.5,,65,,0,,11,,10,,,,98.42,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-03 2:00,2021,5,3,2:00,9.8,,4.5,,69,,0,,12,,9,,,,98.45,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-03 3:00,2021,5,3,3:00,7.8,,4.4,,79,,0,,9,,9,,,,98.45,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-03 4:00,2021,5,3,4:00,7.3,,4.2,,80,,0,,9,,8,,,,98.46,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-03 5:00,2021,5,3,5:00,7,,3.9,,81,,0,,14,,6,,,,98.51,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-03 6:00,2021,5,3,6:00,5.6,,2.8,,82,,0,,10,,7,,,,98.52,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-03 7:00,2021,5,3,7:00,8.2,,4.5,,78,,0,,9,,12,,,,98.52,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-03 8:00,2021,5,3,8:00,8.7,,4.7,,76,,0,,8,,13,,,,98.48,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-03 9:00,2021,5,3,9:00,9.2,,4.8,,74,,0,,9,,13,,,,98.47,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-03 10:00,2021,5,3,10:00,9.2,,4.9,,75,,0,,8,,19,,,,98.41,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-03 11:00,2021,5,3,11:00,9.1,,5.5,,79,,0,,7,,18,,,,98.39,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-03 12:00,2021,5,3,12:00,8.9,,6.6,,85,,0,,8,,12,,,,98.45,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-03 13:00,2021,5,3,13:00,9.8,,6.3,,79,,0,,10,,16,,,,98.5,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-03 14:00,2021,5,3,14:00,9.2,,7.7,,90,,0.4,,10,,20,,,,98.5,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-03 15:00,2021,5,3,15:00,8.4,,7.6,,94,,0.4,,9,,21,,,,98.46,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-03 16:00,2021,5,3,16:00,8.8,,7.4,,91,,0,,9,,24,,,,98.4,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-03 17:00,2021,5,3,17:00,9.2,,6.9,,85,,0,,9,,25,,,,98.37,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-03 18:00,2021,5,3,18:00,10.2,,7.4,,83,,0,,10,,22,,,,98.33,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-03 19:00,2021,5,3,19:00,9.6,,8.4,,92,,0.9,,10,,20,,,,98.31,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-03 20:00,2021,5,3,20:00,9.5,,8.9,,96,,1.5,,10,,18,,,,98.28,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-03 21:00,2021,5,3,21:00,9.5,,8.9,,96,,3,,10,,15,,,,98.33,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-03 22:00,2021,5,3,22:00,9.3,,8.5,,95,,3.1,,9,,17,,,,98.38,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-03 23:00,2021,5,3,23:00,9.2,,8.4,,95,,0.8,,10,,17,,,,98.34,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-04 0:00,2021,5,4,0:00,8.9,,8.1,,95,,0.4,,10,,18,,,,98.32,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-04 1:00,2021,5,4,1:00,8.6,,7.6,,94,,0.2,,10,,20,,,,98.33,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-04 2:00,2021,5,4,2:00,8.2,,7.6,,95,,0.5,,10,,17,,,,98.37,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-04 3:00,2021,5,4,3:00,7.9,,7.3,,96,,0.5,,10,,20,,,,98.36,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-04 4:00,2021,5,4,4:00,7.5,,6.9,,96,,0.5,,10,,21,,,,98.33,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-04 5:00,2021,5,4,5:00,7,,6.4,,95,,0.1,,9,,21,,,,98.26,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-04 6:00,2021,5,4,6:00,6.6,,6.1,,97,,0.2,,9,,16,,,,98.25,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-04 7:00,2021,5,4,7:00,6.5,,6.1,,97,,0.4,,7,,10,,,,98.27,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-04 8:00,2021,5,4,8:00,6.5,,6,,97,,0.5,,6,,9,,,,98.25,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-04 9:00,2021,5,4,9:00,6.3,,6.1,,98,,1.5,,2,,5,,,,98.28,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-04 10:00,2021,5,4,10:00,6.3,,6,,98,,0.6,,6,,10,,,,98.23,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-04 11:00,2021,5,4,11:00,6.3,,5.8,,96,,0,,7,,6,,,,98.36,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-04 12:00,2021,5,4,12:00,6.3,,5.8,,96,,0.1,,3,,6,,,,98.35,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-04 13:00,2021,5,4,13:00,6.6,,5.8,,94,,0,,1,,4,,,,98.39,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-04 14:00,2021,5,4,14:00,6.2,,5.9,,98,,0,,29,,6,,,,98.46,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-04 15:00,2021,5,4,15:00,7,,6.4,,96,,0,,29,,5,,,,98.41,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-04 16:00,2021,5,4,16:00,7.7,,6.3,,90,,0,,28,,6,,,,98.44,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-04 17:00,2021,5,4,17:00,6.2,,4.9,,92,,0,,29,,8,,,,98.47,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-04 18:00,2021,5,4,18:00,7.8,,5.6,,86,,0,,30,,9,,,,98.48,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-04 19:00,2021,5,4,19:00,7.1,,5.3,,89,,0,,29,,8,,,,98.52,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-04 20:00,2021,5,4,20:00,6.9,,5.5,,91,,0,,31,,10,,,,98.56,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-04 21:00,2021,5,4,21:00,5.1,,4.4,,95,,0,,30,,14,,,,98.56,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-04 22:00,2021,5,4,22:00,4.2,,3.6,,96,,0,,30,,14,,,,98.67,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-04 23:00,2021,5,4,23:00,3.8,,3.4,,97,,0,,29,,16,,,,98.73,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-05 0:00,2021,5,5,0:00,3.9,,2.6,,91,,0,,29,,14,,,,98.82,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-05 1:00,2021,5,5,1:00,3.8,,2.7,,92,,0,,30,,12,,,,98.82,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-05 2:00,2021,5,5,2:00,3.4,,3,,97,,0,,31,,10,,,,98.82,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-05 3:00,2021,5,5,3:00,3.5,,3.1,,97,,0,,31,,13,,,,98.82,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-05 4:00,2021,5,5,4:00,3.6,,3.3,,98,,0,,30,,10,,,,98.85,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-05 5:00,2021,5,5,5:00,3.7,,3.2,,97,,0,,31,,12,,,,98.84,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-05 6:00,2021,5,5,6:00,4.1,,3.4,,95,,0,,34,,5,,,,98.86,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-05 7:00,2021,5,5,7:00,4.5,,3.3,,92,,0,,32,,7,,,,98.9,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-05 8:00,2021,5,5,8:00,4.2,,2.3,,87,,0,,32,,10,,,,98.94,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-05 9:00,2021,5,5,9:00,4,,2.3,,89,,0,,32,,12,,,,98.96,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-05 10:00,2021,5,5,10:00,4.1,,1.9,,86,,0,,33,,11,,,,99.02,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-05 11:00,2021,5,5,11:00,3.5,,2,,90,,0,,31,,11,,,,99.11,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-05 12:00,2021,5,5,12:00,3.8,,2,,88,,0,,31,,9,,,,99.2,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-05 13:00,2021,5,5,13:00,3.9,,2.3,,90,,0,,30,,12,,,,99.3,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-05 14:00,2021,5,5,14:00,4.3,,2,,85,,0,,31,,12,,,,99.36,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-05 15:00,2021,5,5,15:00,4.7,,1.9,,82,,0,,31,,16,,,,99.38,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-05 16:00,2021,5,5,16:00,5.7,,1.9,,77,,0,,30,,14,,,,99.43,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-05 17:00,2021,5,5,17:00,5.3,,1.3,,75,,0,,30,,20,,,,99.47,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-05 18:00,2021,5,5,18:00,5.7,,1,,72,,0,,32,,21,,,,99.5,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-05 19:00,2021,5,5,19:00,5.4,,0.4,,70,,0,,32,,21,,,,99.52,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-05 20:00,2021,5,5,20:00,5.8,,1,,71,,0,,32,,23,,,,99.53,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-05 21:00,2021,5,5,21:00,6.2,,0.9,,69,,0,,32,,20,,,,99.6,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-05 22:00,2021,5,5,22:00,5.7,,-0.2,,66,,0,,33,,17,,,,99.66,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-05 23:00,2021,5,5,23:00,5.2,,1,,74,,0,,31,,14,,,,99.69,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-06 0:00,2021,5,6,0:00,4.5,,1.1,,78,,0,,32,,13,,,,99.7,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-06 1:00,2021,5,6,1:00,3.6,,1.5,,86,,0,,32,,10,,,,99.72,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-06 2:00,2021,5,6,2:00,2.7,,0.9,,88,,0,,36,,5,,,,99.77,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-06 3:00,2021,5,6,3:00,2.9,,1.4,,90,,0,,31,,9,,,,99.78,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-06 4:00,2021,5,6,4:00,2.6,,1.4,,92,,0,,31,,8,,,,99.76,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-06 5:00,2021,5,6,5:00,2.3,,1.2,,93,,0,,32,,7,,,,99.72,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-06 6:00,2021,5,6,6:00,2.1,,1.4,,95,,0,,29,,4,,,,99.69,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-06 7:00,2021,5,6,7:00,2,,1.6,,97,,0,,31,,6,,,,99.67,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-06 8:00,2021,5,6,8:00,2,,1.3,,95,,0,,29,,6,,,,99.67,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-06 9:00,2021,5,6,9:00,0.8,,0.2,,95,,0,,22,,5,,,,99.67,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-06 10:00,2021,5,6,10:00,2.3,,0.8,,90,,0,,29,,5,,,,99.68,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-06 11:00,2021,5,6,11:00,2.5,,1.2,,91,,0,,30,,5,,,,99.69,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-06 12:00,2021,5,6,12:00,3,,1.5,,90,,0,,30,,3,,,,99.72,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-06 13:00,2021,5,6,13:00,4.7,,0.9,,76,,0,,31,,7,,,,99.72,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-06 14:00,2021,5,6,14:00,6.4,,-0.4,,62,,0,,29,,7,,,,99.69,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-06 15:00,2021,5,6,15:00,8,,-1.7,,50,,0,,29,,8,,,,99.65,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-06 16:00,2021,5,6,16:00,9.4,,-1.6,,46,,0,,28,,9,,,,99.62,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-06 17:00,2021,5,6,17:00,7.7,,-1.2,,53,,0,,31,,13,,,,99.59,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-06 18:00,2021,5,6,18:00,7.6,,0.9,,63,,0,,30,,11,,,,99.53,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-06 19:00,2021,5,6,19:00,9,,-1.6,,48,,0,,32,,16,,,,99.48,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-06 20:00,2021,5,6,20:00,8,,-1.3,,52,,0,,33,,17,,,,99.45,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-06 21:00,2021,5,6,21:00,8.2,,-2.4,,47,,0,,33,,14,,,,99.43,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-06 22:00,2021,5,6,22:00,8.3,,-4.8,,39,,0,,33,,13,,,,99.42,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-06 23:00,2021,5,6,23:00,8.4,,-6,,36,,0,,35,,13,,,,99.37,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-07 0:00,2021,5,7,0:00,6.5,,-6.9,,38,,0,,2,,8,,,,99.34,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-07 1:00,2021,5,7,1:00,4.7,,-4.6,,51,,0,,0,,1,,,,99.35,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-07 2:00,2021,5,7,2:00,5.4,,-2.1,,59,,0,,23,,10,,,,99.38,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-07 3:00,2021,5,7,3:00,3.7,,-1.3,,70,,0,,34,,3,,,,99.35,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-07 4:00,2021,5,7,4:00,1.2,,-1.2,,84,,0,,0,,1,,,,99.29,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-07 5:00,2021,5,7,5:00,0.1,,-1.6,,88,,0,,,,0,,,,99.27,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-07 6:00,2021,5,7,6:00,-1.3,,-2.8,,89,,0,,6,,1,,,,99.21,,,,-2,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-07 7:00,2021,5,7,7:00,0.8,,-0.2,,93,,0,,30,,6,,,,99.17,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-07 8:00,2021,5,7,8:00,1.9,,0.3,,89,,0,,30,,6,,,,99.18,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-05-07 9:00,2021,5,7,9:00,2.1,,0.8,,91,,0,,30,,9,,,,99.17,,,,,,NA
