Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time (UTC),Year,Month,Day,Time (UTC),Temp (°C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Precip. Amount (mm),Precip. Amount Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-16 17:00,2021,6,16,17:00,16.8,,5,,46,,0,,28,,14,,,,99.78,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-16 18:00,2021,6,16,18:00,17,,4.4,,43,,0,,29,,12,,,,99.7,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-16 19:00,2021,6,16,19:00,18,,2.6,,36,,0,,31,,12,,,,99.66,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-16 20:00,2021,6,16,20:00,18,,4.3,,40,,0,,30,,12,,,,99.62,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-16 21:00,2021,6,16,21:00,19.2,,3.2,,35,,0,,31,,11,,,,99.61,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-16 22:00,2021,6,16,22:00,19.3,,2.3,,32,,0,,29,,9,,,,99.56,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-16 23:00,2021,6,16,23:00,19,,3.4,,35,,0,,30,,7,,,,99.49,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-17 0:00,2021,6,17,0:00,18.2,,1.6,,33,,0,,32,,5,,,,99.42,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-17 1:00,2021,6,17,1:00,15.8,,3.1,,43,,0,,33,,4,,,,99.4,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-17 2:00,2021,6,17,2:00,11.8,,4.8,,62,,0,,35,,4,,,,99.39,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-17 3:00,2021,6,17,3:00,10,,5.1,,72,,0,,23,,4,,,,99.34,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-17 4:00,2021,6,17,4:00,8.7,,6,,83,,0,,22,,2,,,,99.38,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-17 5:00,2021,6,17,5:00,8.8,,5.8,,82,,0,,0,,1,,,,99.39,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-17 6:00,2021,6,17,6:00,6.7,,5.3,,91,,0,,8,,5,,,,99.3,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-17 7:00,2021,6,17,7:00,6.6,,5.5,,92,,0,,5,,3,,,,99.29,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-17 8:00,2021,6,17,8:00,6.8,,6.2,,96,,0,,10,,6,,,,99.23,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-17 9:00,2021,6,17,9:00,5.8,,5.4,,97,,0,,2,,1,,,,99.25,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-17 10:00,2021,6,17,10:00,6.4,,4.4,,87,,0,,5,,7,,,,99.23,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-17 11:00,2021,6,17,11:00,8.6,,6.4,,86,,0,,8,,5,,,,99.23,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-17 12:00,2021,6,17,12:00,11.7,,7.1,,73,,0,,7,,8,,,,99.18,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-17 13:00,2021,6,17,13:00,15.6,,8.4,,62,,0,,13,,6,,,,99.14,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-17 14:00,2021,6,17,14:00,19.1,,8.9,,52,,0,,18,,8,,,,99.1,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-17 15:00,2021,6,17,15:00,20.9,,7.8,,43,,0,,21,,13,,,,99.03,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-17 16:00,2021,6,17,16:00,20.1,,7.8,,45,,0,,22,,14,,,,99,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-17 17:00,2021,6,17,17:00,21.3,,8.2,,43,,0,,22,,18,,,,98.99,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-17 18:00,2021,6,17,18:00,22.2,,9.3,,44,,0,,21,,19,,,,98.92,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-17 19:00,2021,6,17,19:00,23.6,,9.2,,40,,0,,21,,22,,,,98.8,,25,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-17 20:00,2021,6,17,20:00,23,,8.8,,40,,0,,21,,18,,,,98.75,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-17 21:00,2021,6,17,21:00,24.2,,10.1,,41,,0,,21,,21,,,,98.63,,26,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-17 22:00,2021,6,17,22:00,23.7,,10.2,,43,,0,,22,,27,,,,98.59,,25,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-17 23:00,2021,6,17,23:00,24.3,,10.7,,42,,0,,22,,19,,,,98.53,,26,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-18 0:00,2021,6,18,0:00,23,,11,,47,,0,,21,,17,,,,98.47,,25,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-18 1:00,2021,6,18,1:00,22,,11.2,,50,,0,,22,,10,,,,98.51,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-18 2:00,2021,6,18,2:00,22.1,,11,,49,,0,,21,,20,,,,98.43,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-18 3:00,2021,6,18,3:00,21.7,,10.9,,50,,0,,22,,20,,,,98.4,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-18 4:00,2021,6,18,4:00,21.1,,11.1,,53,,0,,29,,6,,,,98.4,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-18 5:00,2021,6,18,5:00,20.7,,11.1,,54,,0,,21,,16,,,,98.36,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-18 6:00,2021,6,18,6:00,19.4,,12.3,,63,,0,,23,,10,,,,98.3,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-18 7:00,2021,6,18,7:00,19.1,,12.6,,66,,0,,29,,5,,,,98.26,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-18 8:00,2021,6,18,8:00,16.8,,12.6,,77,,0,,14,,2,,,,98.22,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-18 9:00,2021,6,18,9:00,16.9,,13,,78,,0,,18,,13,,,,98.19,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-18 10:00,2021,6,18,10:00,16.7,,13.5,,81,,0,,19,,9,,,,98.26,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-18 11:00,2021,6,18,11:00,17.2,,14.3,,83,,0,,21,,4,,,,98.28,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-18 12:00,2021,6,18,12:00,18.4,,15.5,,83,,0,,20,,3,,,,98.2,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-18 13:00,2021,6,18,13:00,19.2,,15.8,,80,,0,,20,,4,,,,98.14,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-18 14:00,2021,6,18,14:00,21.7,,16.2,,71,,0,,20,,8,,,,98.06,,26,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-18 15:00,2021,6,18,15:00,24.6,,15.3,,56,,0,,24,,6,,,,98.08,,29,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-18 16:00,2021,6,18,16:00,25.7,,14.1,,48,,0,,25,,6,,,,98.05,,29,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-18 17:00,2021,6,18,17:00,26.2,,13,,44,,0,,34,,14,,,,98.04,,29,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-18 18:00,2021,6,18,18:00,23.2,,10,,43,,0,,32,,17,,,,98.11,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-18 19:00,2021,6,18,19:00,23.1,,9.2,,41,,0,,32,,17,,,,98.13,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-18 20:00,2021,6,18,20:00,22.9,,9.7,,43,,0,,31,,13,,,,98.14,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-18 21:00,2021,6,18,21:00,24.2,,8.5,,37,,0,,33,,13,,,,98.13,,25,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-18 22:00,2021,6,18,22:00,23.5,,8.1,,37,,0,,32,,12,,,,98.16,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-18 23:00,2021,6,18,23:00,21.3,,8.4,,44,,0,,29,,10,,,,98.17,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-19 0:00,2021,6,19,0:00,17.2,,9.4,,60,,0,,31,,13,,,,98.28,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-19 1:00,2021,6,19,1:00,13.7,,9.6,,76,,0,,31,,9,,,,98.33,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-19 2:00,2021,6,19,2:00,13.5,,10.1,,80,,0,,32,,6,,,,98.36,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-19 3:00,2021,6,19,3:00,13.7,,10.1,,79,,0,,29,,4,,,,98.39,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-19 4:00,2021,6,19,4:00,13.6,,10.5,,81,,0,,30,,7,,,,98.41,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-19 5:00,2021,6,19,5:00,14.1,,11.3,,83,,0,,31,,13,,,,98.45,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-19 6:00,2021,6,19,6:00,13.1,,10.9,,86,,0,,31,,16,,,,98.46,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-19 7:00,2021,6,19,7:00,12,,10.5,,90,,0,,33,,10,,,,98.43,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-19 8:00,2021,6,19,8:00,11.3,,9.9,,91,,0,,35,,4,,,,98.39,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-19 9:00,2021,6,19,9:00,10.6,,9.3,,92,,0,,31,,8,,,,98.45,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-19 10:00,2021,6,19,10:00,10.5,,9.3,,92,,0,,30,,7,,,,98.55,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-19 11:00,2021,6,19,11:00,11.4,,9.1,,86,,0,,29,,9,,,,98.63,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-19 12:00,2021,6,19,12:00,12.7,,9.7,,82,,0,,30,,8,,,,98.65,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-19 13:00,2021,6,19,13:00,13.2,,9.7,,79,,0,,29,,11,,,,98.63,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-19 14:00,2021,6,19,14:00,13.2,,8.9,,75,,0,,31,,13,,,,98.67,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-19 15:00,2021,6,19,15:00,13.5,,8.8,,73,,0,,30,,10,,,,98.67,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-19 16:00,2021,6,19,16:00,14.7,,8.5,,66,,0,,30,,10,,,,98.69,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-19 17:00,2021,6,19,17:00,15.9,,7.6,,58,,0,,32,,14,,,,98.69,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-19 18:00,2021,6,19,18:00,15.7,,6.4,,54,,0,,31,,14,,,,98.66,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-19 19:00,2021,6,19,19:00,16.1,,6.4,,52,,0,,32,,15,,,,98.63,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-19 20:00,2021,6,19,20:00,16.1,,7,,55,,0,,32,,14,,,,98.63,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-19 21:00,2021,6,19,21:00,15.4,,6.5,,55,,0,,32,,12,,,,98.62,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-19 22:00,2021,6,19,22:00,14.5,,6.4,,58,,0,,34,,13,,,,98.66,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-19 23:00,2021,6,19,23:00,13.5,,7,,65,,0,,35,,12,,,,98.67,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-20 0:00,2021,6,20,0:00,12.5,,6.6,,67,,0,,33,,9,,,,98.66,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-20 1:00,2021,6,20,1:00,11.4,,6.8,,73,,0,,36,,6,,,,98.63,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-20 2:00,2021,6,20,2:00,9.1,,6.9,,86,,0,,33,,1,,,,98.62,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-20 3:00,2021,6,20,3:00,7.6,,6.8,,95,,0,,28,,1,,,,98.62,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-20 4:00,2021,6,20,4:00,8.2,,7.5,,95,,0,,32,,2,,,,98.63,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-20 5:00,2021,6,20,5:00,7.3,,6.7,,96,,0,,34,,2,,,,98.64,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-20 6:00,2021,6,20,6:00,6.6,,6.1,,97,,0,,8,,2,,,,98.63,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-20 7:00,2021,6,20,7:00,6.2,,6,,98,,0,,,,0,,,,98.61,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-20 8:00,2021,6,20,8:00,5.3,,5.1,,98,,0,,,,0,,,,98.63,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-20 9:00,2021,6,20,9:00,5.6,,5.2,,97,,0,,5,,3,,,,98.58,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-20 10:00,2021,6,20,10:00,6.2,,6,,98,,0,,,,0,,,,98.57,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-20 11:00,2021,6,20,11:00,9.3,,8.6,,95,,0,,,,0,,,,98.59,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-20 12:00,2021,6,20,12:00,11.6,,8.1,,79,,0,,31,,5,,,,98.53,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-20 13:00,2021,6,20,13:00,12.5,,8.4,,76,,0,,28,,8,,,,98.52,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-20 14:00,2021,6,20,14:00,13.2,,8.1,,71,,0,,27,,9,,,,98.54,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-20 15:00,2021,6,20,15:00,15.2,,7.1,,59,,0,,33,,6,,,,98.56,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-20 16:00,2021,6,20,16:00,17.4,,8.5,,56,,0,,33,,9,,,,98.51,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-20 17:00,2021,6,20,17:00,18.4,,10,,58,,0,,29,,6,,,,98.48,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-20 18:00,2021,6,20,18:00,19.2,,9.9,,55,,0,,28,,10,,,,98.47,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-20 19:00,2021,6,20,19:00,21.4,,11.3,,53,,0,,33,,7,,,,98.4,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-20 20:00,2021,6,20,20:00,21.2,,10.5,,50,,0,,2,,10,,,,98.32,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-20 21:00,2021,6,20,21:00,21,,11,,53,,0,,27,,7,,,,98.23,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-20 22:00,2021,6,20,22:00,20.4,,11.2,,56,,0,,30,,5,,,,98.21,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-20 23:00,2021,6,20,23:00,19.4,,11.8,,61,,0,,26,,4,,,,98.23,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-21 0:00,2021,6,21,0:00,18.6,,12.5,,67,,0,,25,,2,,,,98.16,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-21 1:00,2021,6,21,1:00,17.1,,14.3,,84,,0.1,,11,,6,,,,98.02,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-21 2:00,2021,6,21,2:00,16.7,,12.7,,78,,0,,15,,7,,,,97.98,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-21 3:00,2021,6,21,3:00,16.1,,13,,82,,0,,12,,7,,,,97.98,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-21 4:00,2021,6,21,4:00,15.4,,13.4,,88,,0,,9,,8,,,,97.87,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-21 5:00,2021,6,21,5:00,14.6,,14,,96,,0.1,,11,,11,,,,97.74,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-21 6:00,2021,6,21,6:00,14.5,,14.5,,100,,5.9,,8,,12,,,,97.57,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-21 7:00,2021,6,21,7:00,14.6,,14.5,,99,,3.6,,10,,18,,,,97.41,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-21 8:00,2021,6,21,8:00,14.5,,14.4,,99,,5.9,,11,,15,,,,97.35,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-21 9:00,2021,6,21,9:00,14.4,,14.2,,99,,1.1,,9,,12,,,,97.23,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-21 10:00,2021,6,21,10:00,14.4,,14.2,,99,,0.8,,9,,8,,,,97.12,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-21 11:00,2021,6,21,11:00,14.4,,14.3,,99,,2.3,,9,,5,,,,97.04,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-21 12:00,2021,6,21,12:00,14.3,,14.1,,99,,0.2,,31,,5,,,,97.1,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-21 13:00,2021,6,21,13:00,13.3,,13,,99,,1.7,,33,,10,,,,97.2,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-21 14:00,2021,6,21,14:00,12.7,,12.5,,99,,1.7,,31,,15,,,,97.33,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-21 15:00,2021,6,21,15:00,11.6,,10.9,,96,,0,,31,,18,,,,97.47,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-21 16:00,2021,6,21,16:00,9.5,,9.1,,97,,0,,30,,19,,,,97.65,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-21 17:00,2021,6,21,17:00,9,,7.6,,91,,0.4,,31,,21,,,,97.86,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-21 18:00,2021,6,21,18:00,9.1,,6.5,,84,,0,,31,,23,,,,97.99,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-21 19:00,2021,6,21,19:00,9,,6.4,,84,,0,,31,,21,,,,98.11,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-21 20:00,2021,6,21,20:00,9.5,,6,,79,,0,,32,,23,,,,98.22,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-21 21:00,2021,6,21,21:00,8.9,,5.4,,78,,0,,32,,21,,,,98.35,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-21 22:00,2021,6,21,22:00,9.1,,5.5,,78,,0,,31,,18,,,,98.45,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-21 23:00,2021,6,21,23:00,9.7,,4.3,,69,,0,,32,,20,,,,98.49,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-22 0:00,2021,6,22,0:00,9.8,,4.5,,70,,0,,32,,16,,,,98.61,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-22 1:00,2021,6,22,1:00,9.8,,4.2,,68,,0,,32,,16,,,,98.67,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-22 2:00,2021,6,22,2:00,10,,4.7,,69,,0,,31,,15,,,,98.71,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-22 3:00,2021,6,22,3:00,9.7,,5.4,,74,,0,,31,,15,,,,98.77,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-22 4:00,2021,6,22,4:00,9.5,,5.9,,78,,0,,31,,13,,,,98.77,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-22 5:00,2021,6,22,5:00,9,,6.3,,83,,0,,31,,10,,,,98.74,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-22 6:00,2021,6,22,6:00,6.4,,5,,91,,0,,7,,2,,,,98.77,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-22 7:00,2021,6,22,7:00,7.4,,5.6,,88,,0,,31,,5,,,,98.77,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-22 8:00,2021,6,22,8:00,6,,5.3,,95,,0,,30,,4,,,,98.78,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-22 9:00,2021,6,22,9:00,4.9,,3.8,,92,,0,,1,,6,,,,98.84,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-22 10:00,2021,6,22,10:00,3.9,,3.7,,98,,0,,3,,2,,,,98.87,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-22 11:00,2021,6,22,11:00,5.8,,5.2,,96,,0,,0,,1,,,,98.91,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-22 12:00,2021,6,22,12:00,8.9,,7.3,,90,,0,,23,,6,,,,98.97,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-22 13:00,2021,6,22,13:00,10.7,,7.6,,81,,0,,22,,9,,,,99.03,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-22 14:00,2021,6,22,14:00,12.1,,6.9,,70,,0,,16,,3,,,,99.05,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-22 15:00,2021,6,22,15:00,12.9,,6.3,,64,,0,,20,,9,,,,99.04,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-22 16:00,2021,6,22,16:00,14.7,,4.2,,49,,0,,19,,6,,,,99.02,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-22 17:00,2021,6,22,17:00,15.5,,3.6,,45,,0,,16,,5,,,,98.96,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-22 18:00,2021,6,22,18:00,13.1,,7.8,,70,,0,,21,,15,,,,99,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-22 19:00,2021,6,22,19:00,14.9,,5.7,,54,,0,,22,,8,,,,98.99,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-22 20:00,2021,6,22,20:00,15,,6,,55,,0,,26,,9,,,,98.96,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-22 21:00,2021,6,22,21:00,14.2,,7.4,,64,,0,,25,,9,,,,98.97,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-22 22:00,2021,6,22,22:00,13.4,,8.5,,72,,0,,21,,15,,,,98.99,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-22 23:00,2021,6,22,23:00,13.2,,7.9,,70,,0,,26,,5,,,,99.01,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-23 0:00,2021,6,23,0:00,13.3,,8,,70,,0,,23,,8,,,,99.03,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-23 1:00,2021,6,23,1:00,12.6,,8.4,,75,,0,,31,,4,,,,99.06,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-23 2:00,2021,6,23,2:00,9.5,,8.4,,93,,0,,,,0,,,,99.12,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-06-23 3:00,2021,6,23,3:00,8,,7.5,,97,,0,,,,0,,,,99.19,,,,,,NA
